ID,Topic,Coherence,Coherence+eps,PMI,NPMI,Cosine,KL,Euclidean,Jaccard,Variability,Post Variability
25,clinton libertarian government violate liberty civil speech rights freedom political,-81.36007503576359,-84.10716884255967,49.29767983785933,0.5365672844239168,0.9742441643564048,0.024444577420685166,0.005436732661984211,0.16020082759822557,2.5296130255896184e-05,0.10613499236589431
26,baseball hitter better year hit ball offense pitch worst last,-78.69831713479716,-80.16296827150444,40.67942385319505,0.5303280516566008,0.9561810625407077,0.04295437120744345,0.007527540179361881,0.2417158027697127,4.053439784839125e-05,0.1113238677075048
27,motherboard scsi scsus spec processor ide quadra clock mhz bus,-72.23055327885639,-75.37135687330496,48.66172756805497,0.5355745065498949,0.9681649079747618,0.028623266596941897,0.006209927780317316,0.2620109090951396,2.263167418786188e-05,0.11188305453846129
28,signal supply battery electronics voltage switch audio ac rf bell,-108.8099637077379,-144.59290084566769,16.634497734881116,0.5071993197564117,0.9648516378018379,0.03695050744471014,0.006578292400542849,0.12045865738605367,3.785599317945613e-05,0.11667355446926166
29,warrant escrow nsa scheme chip clipper phone wiretap trust crack,-64.84772399277976,-66.54016847642185,52.01656020714613,0.5392510419354959,0.9709650757106514,0.028895853249786416,0.005801647784544008,0.32034265037251386,5.2863075141356304e-05,0.11932457142087383
30,armenia mountain massacre armenian southern plane escape genocide population jew,-58.5292328222855,-89.00179106439549,48.179720182385125,0.5338491851521433,0.9734382581769871,0.026144960699290978,0.005484122971012963,0.3890978696164788,3.1436826399967726e-05,0.11133096848662054
31,thanks anyone please appreciate advance hus anybody fax help post,-67.8353799173066,-68.1041739870868,15.649906292999544,0.5132781683175135,0.9550448241116453,0.040257726454568356,0.008051821437180532,0.3144447862108723,5.4878429490915216e-05,0.1248470537844355
32,anyone thanks please hus appreciate anybody advance reply hello help,-73.78088195837923,-74.4049304979812,25.163716830512904,0.5210335072828469,0.9520856340628348,0.038643566795208785,0.008332514958868378,0.2907161360040257,2.874499087765926e-05,0.1262383911789662
33,car engine honda rear bike seat mile gear ford shift,-89.75853300311545,-92.98609585653651,47.41199133930465,0.5342526238351712,0.9681407657032765,0.030208015338860528,0.006215068041369265,0.21892165032962121,2.6222435246501025e-05,0.11161904627987065
34,card memory ram isa driver bus faster video monitor cache,-71.83200682371613,-72.82978858154189,34.6137283666613,0.5266084993823645,0.9667147975413161,0.02996000916725882,0.006433450235932158,0.19619846171831887,2.4056141294313968e-05,0.11367780730035217
35,cult kent love christ fool mary prayer jesus resurrection koresh,-103.59753803915287,-193.23322545903093,-3.2423981031282443,0.4865904053386177,0.9734190896506337,0.026365085265429352,0.005640642769872383,0.286848824857425,2.7458227894796652e-05,0.11376784047367694
36,variable xt default string xlib submit widget exit host converter,-79.86099012739702,-85.1488659770917,46.01178305314073,0.5322423570347441,0.9832977543420995,0.017081463375402985,0.004387134791660131,0.17121132516504903,2.6850165745382997e-05,0.11657451756050159
37,windows strange nt screen app button crash problem mouse dos,-91.96173654042876,-97.10244212956592,13.156884125002962,0.5099086716533301,0.9631947473954191,0.0346271993992747,0.006887464961049079,0.1790985178748775,3.06559196189148e-05,0.11955495541502213
38,nsa scheme escrow phone chip warrant wiretap crack trust clipper,-67.77322651388728,-69.37164167606144,52.01656020714616,0.5392510419354959,0.9735363942336295,0.025660996543060498,0.005560290541511848,0.3274459796895233,2.881065025485328e-05,0.10667688642899587
39,times clinton economy budget meeting meet congress summer secretary president,-74.04628499458535,-76.70617132966683,49.910041849439985,0.5362900605234417,0.9737597768680206,0.025666293737928007,0.005424218110424225,0.1539052053461307,2.8516503179460076e-05,0.11944592605614333
40,write article objective morality keith definition merely define agree moral,-76.94409035579845,-77.8462049364536,18.207299991533944,0.5133442510655135,0.9664683112339717,0.03260720838455752,0.006472474119153974,0.21732131149348302,2.035646564805249e-05,0.11405884621042968
41,unix utility directory software workstation ftp user processing toolkit filter,-82.01543635170208,-84.33536276753719,43.769272849742556,0.531974480762142,0.9815003901944815,0.0185531538763989,0.004428350061545317,0.21369012002190582,3.835176694232087e-05,0.11977847688839253
42,morality objective gay male admit human acceptable moral sexual homosexual,-90.94441409665296,-96.63822866584577,23.16048567597535,0.5178482120563294,0.9711429132657163,0.028586068411282688,0.0058953166785060815,0.1870553160500996,1.496049233221784e-05,0.11830164701185775
43,article write dog get pull cop yeah mix drink stupid,-95.5933160145343,-97.20295892361962,3.6060037715289193,0.501215301327524,0.9671090038173448,0.030915169994144353,0.006463127316901866,0.2130279786283793,2.6838461607417637e-05,0.12637387689691126
44,christ christian jesus passage worship resurrection teach god doctrine mary,-60.15316155584366,-61.87842991910556,42.65093651823656,0.5318859272830747,0.9750675624136788,0.02481212342666628,0.005391793205256355,0.2553661487975094,3.1536347676335046e-05,0.10917136497745293
45,flight engineer lab element pat shuttle nasa orbit station space,-76.42876077028355,-78.9779071928813,40.09269597438316,0.5295370160497781,0.9643172219969703,0.03779562968326993,0.00653863445201998,0.18372611154941781,2.702654714531417e-05,0.10780689727758071
46,rf heat detector water cycle cold neutral wall hot cool,-95.76700520138141,-240.36175774629527,-15.867682799750872,0.4668265155160527,0.9637694483139647,0.03627017661604471,0.006652677401285281,0.11313196768279202,2.9490766512137102e-05,0.10563543885294026
47,general director network association anonymous usenet relate associate propose mechanism,-90.04383154568102,-92.8333789728656,45.425045599666724,0.533106544735137,0.9783735338214506,0.022247745137024964,0.004968510186769964,0.1597777029618226,3.5936797083095e-05,0.11345777042164065
48,windows app expose draw window screen font button error bug,-94.81469205277202,-99.31577427411035,13.666493754587115,0.5105046192497177,0.9704331809360993,0.027405584034683066,0.0059212700972689205,0.15044793778285337,2.5772572318575296e-05,0.11882165727410546
49,write article michael opinion employer surrender mine bank david disclaimer,-88.98965723716857,-90.96373699246901,-4.444722956396916,0.4937134571066736,0.8929304163120336,0.051317202178274506,0.01849550763310714,0.25335135515802726,2.475723127210744e-05,0.11149652884212136
50,sell sale please shipping price interested buy guide condition manual,-79.20618944841468,-80.01566447837558,29.989639135508117,0.5235776074250729,0.9580012393236796,0.03727371389891261,0.007527843086765552,0.2505836423767908,2.406779665128776e-05,0.11147136170349704
